"","state_abbrev","district_code","bioname_107","bioname_108","bioname_109","bioname_110","bioname_111","bioname_112","bioname_113","bioname_114","bioname_115","bioname_116","bioname_117","party_code_107","party_code_108","party_code_109","party_code_110","party_code_111","party_code_112","party_code_113","party_code_114","party_code_115","party_code_116","party_code_117","nominate_dim1_107","nominate_dim1_108","nominate_dim1_109","nominate_dim1_110","nominate_dim1_111","nominate_dim1_112","nominate_dim1_113","nominate_dim1_114","nominate_dim1_115","nominate_dim1_116","nominate_dim1_117"
"190","MA",3,"McGOVERN, James P.","McGOVERN, James P.","McGOVERN, James P.","McGOVERN, James P.","McGOVERN, James P.","McGOVERN, James P.","TSONGAS, Nicola S. (Niki)","TSONGAS, Nicola S. (Niki)","TSONGAS, Nicola S. (Niki)","TRAHAN, Lori","TRAHAN, Lori",100,100,100,100,100,100,100,100,100,100,100,-0.539,-0.539,-0.539,-0.539,-0.539,-0.539,-0.396,-0.396,-0.396,-0.471,-0.471
"191","MA",6,"TIERNEY, John F.","TIERNEY, John F.","TIERNEY, John F.","TIERNEY, John F.","TIERNEY, John F.","TIERNEY, John F.","TIERNEY, John F.","MOULTON, Seth","MOULTON, Seth","MOULTON, Seth","MOULTON, Seth",100,100,100,100,100,100,100,100,100,100,100,-0.488,-0.488,-0.488,-0.488,-0.488,-0.488,-0.488,-0.284,-0.284,-0.284,-0.284
"192","MA",10,"DELAHUNT, Bill","DELAHUNT, Bill","DELAHUNT, Bill","DELAHUNT, Bill","DELAHUNT, Bill","KEATING, William R.",NA,NA,NA,NA,NA,100,100,100,100,100,100,NA,NA,NA,NA,NA,-0.495,-0.495,-0.495,-0.495,-0.495,-0.329,NA,NA,NA,NA,NA
"193","MA",8,"CAPUANO, Michael Everett","CAPUANO, Michael Everett","CAPUANO, Michael Everett","CAPUANO, Michael Everett","CAPUANO, Michael Everett","CAPUANO, Michael Everett","LYNCH, Stephen F.","LYNCH, Stephen F.","LYNCH, Stephen F.","LYNCH, Stephen F.","LYNCH, Stephen F.",100,100,100,100,100,100,100,100,100,100,100,-0.58,-0.58,-0.58,-0.58,-0.58,-0.58,-0.35,-0.35,-0.35,-0.35,-0.35
"194","MI",16,"DINGELL, John David, Jr.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","MI",14,"CONYERS, John, Jr.","CONYERS, John, Jr.","CONYERS, John, Jr.","CONYERS, John, Jr.","CONYERS, John, Jr.","CONYERS, John, Jr.","PETERS, Gary C.","LAWRENCE, Brenda L","LAWRENCE, Brenda L","LAWRENCE, Brenda L","LAWRENCE, Brenda L",100,100,100,100,100,100,100,100,100,100,100,-0.658,-0.658,-0.658,-0.658,-0.658,-0.658,-0.246,-0.446,-0.446,-0.446,-0.446
"196","MI",10,"BONIOR, David Edward","MILLER, Candice S.","MILLER, Candice S.","MILLER, Candice S.","MILLER, Candice S.","MILLER, Candice S.","MILLER, Candice S.","MILLER, Candice S.","MITCHELL, Paul","MITCHELL, Paul","MCCLAIN, Lisa C.",100,200,200,200,200,200,200,200,200,200,200,-0.547,0.343,0.343,0.343,0.343,0.343,0.343,0.343,0.422,0.422,0.513
"197","MI",9,"KILDEE, Dale Edward","KNOLLENBERG, Joseph","KNOLLENBERG, Joseph","KNOLLENBERG, Joseph","PETERS, Gary C.","PETERS, Gary C.","LEVIN, Sander Martin","LEVIN, Sander Martin","LEVIN, Sander Martin","LEVIN, Andy","LEVIN, Andy",100,200,200,200,100,100,100,100,100,100,100,-0.385,0.366,0.366,0.366,-0.246,-0.246,-0.379,-0.379,-0.379,-0.475,-0.475
"198","MI",12,"LEVIN, Sander Martin","LEVIN, Sander Martin","LEVIN, Sander Martin","LEVIN, Sander Martin","LEVIN, Sander Martin","LEVIN, Sander Martin","DINGELL, John David, Jr.","DINGELL, Debbie","DINGELL, Debbie","DINGELL, Debbie","DINGELL, Debbie",100,100,100,100,100,100,100,100,100,100,100,-0.379,-0.379,-0.379,-0.379,-0.379,-0.379,-0.448,-0.405,-0.405,-0.405,-0.405
"199","MI",6,"UPTON, Frederick Stephen","UPTON, Frederick Stephen","UPTON, Frederick Stephen","UPTON, Frederick Stephen","UPTON, Frederick Stephen","UPTON, Frederick Stephen","UPTON, Frederick Stephen","UPTON, Frederick Stephen","UPTON, Frederick Stephen","UPTON, Frederick Stephen","UPTON, Frederick Stephen",200,200,200,200,200,200,200,200,200,200,200,0.329,0.329,0.329,0.329,0.329,0.329,0.329,0.329,0.329,0.329,0.329
"200","MI",8,"ROGERS, Mike","ROGERS, Mike","ROGERS, Mike","ROGERS, Mike","ROGERS, Mike","ROGERS, Mike","ROGERS, Mike","BISHOP, Michael Dean","BISHOP, Michael Dean","SLOTKIN, Elissa","SLOTKIN, Elissa",200,200,200,200,200,200,200,200,200,100,100,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.451,0.451,-0.314,-0.314
"201","MI",4,"CAMP, David Lee","CAMP, David Lee","CAMP, David Lee","CAMP, David Lee","CAMP, David Lee","CAMP, David Lee","CAMP, David Lee","MOOLENAAR, John","MOOLENAAR, John","MOOLENAAR, John","MOOLENAAR, John",200,200,200,200,200,200,200,200,200,200,200,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.399,0.399,0.399,0.399
"202","MI",1,"STUPAK, Bart T.","STUPAK, Bart T.","STUPAK, Bart T.","STUPAK, Bart T.","STUPAK, Bart T.","BENISHEK, Dan","BENISHEK, Dan","BENISHEK, Dan","BERGMAN, John","BERGMAN, John","BERGMAN, John",100,100,100,100,100,200,200,200,200,200,200,-0.396,-0.396,-0.396,-0.396,-0.396,0.491,0.491,0.491,0.436,0.436,0.436
"203","MI",2,"HOEKSTRA, Peter","HOEKSTRA, Peter","HOEKSTRA, Peter","HOEKSTRA, Peter","HOEKSTRA, Peter","HUIZENGA, Bill","HUIZENGA, Bill","HUIZENGA, Bill","HUIZENGA, Bill","HUIZENGA, Bill","HUIZENGA, Bill",200,200,200,200,200,200,200,200,200,200,200,0.516,0.516,0.516,0.516,0.516,0.568,0.568,0.568,0.568,0.568,0.568
"204","MI",3,"EHLERS, Vernon James","EHLERS, Vernon James","EHLERS, Vernon James","EHLERS, Vernon James","EHLERS, Vernon James","AMASH, Justin","AMASH, Justin","AMASH, Justin","AMASH, Justin","AMASH, Justin","MEIJER, Peter",200,200,200,200,200,200,200,200,200,200,200,0.316,0.316,0.316,0.316,0.316,0.654,0.654,0.654,0.654,0.654,0.245
"205","MI",5,"BARCIA, James A.","KILDEE, Dale Edward","KILDEE, Dale Edward","KILDEE, Dale Edward","KILDEE, Dale Edward","KILDEE, Dale Edward","KILDEE, Dan","KILDEE, Dan","KILDEE, Dan","KILDEE, Dan","KILDEE, Dan",100,100,100,100,100,100,100,100,100,100,100,-0.184,-0.385,-0.385,-0.385,-0.385,-0.385,-0.39,-0.39,-0.39,-0.39,-0.39
"206","MI",7,"SMITH, Nick H.","SMITH, Nick H.","SCHWARZ, John J. H. (Joe)","WALBERG, Tim","SCHAUER, Mark H.","WALBERG, Tim","WALBERG, Tim","WALBERG, Tim","WALBERG, Tim","WALBERG, Tim","WALBERG, Tim",200,200,200,200,100,200,200,200,200,200,200,0.505,0.505,0.249,0.513,-0.233,0.513,0.513,0.513,0.513,0.513,0.513
"207","MI",11,"KNOLLENBERG, Joseph","McCOTTER, Thaddeus George","McCOTTER, Thaddeus George","McCOTTER, Thaddeus George","McCOTTER, Thaddeus George","McCOTTER, Thaddeus George","BENTIVOLIO, Kerry","TROTT, David A.","TROTT, David A.","STEVENS, Haley","STEVENS, Haley",200,200,200,200,200,200,200,200,200,100,100,0.366,0.335,0.335,0.335,0.335,0.335,0.723,0.369,0.369,-0.344,-0.344
"208","MI",13,"RIVERS, Lynn Nancy","KILPATRICK, Carolyn Cheeks","KILPATRICK, Carolyn Cheeks","KILPATRICK, Carolyn Cheeks","KILPATRICK, Carolyn Cheeks","CLARKE, Hansen","CONYERS, John, Jr.","CONYERS, John, Jr.","CONYERS, John, Jr.","TLAIB, Rashida","TLAIB, Rashida",100,100,100,100,100,100,100,100,100,100,100,-0.383,-0.491,-0.491,-0.491,-0.491,-0.478,-0.658,-0.658,-0.658,-0.258,-0.258
"209","MI",15,"KILPATRICK, Carolyn Cheeks","DINGELL, John David, Jr.","DINGELL, John David, Jr.","DINGELL, John David, Jr.","DINGELL, John David, Jr.","DINGELL, John David, Jr.",NA,NA,NA,NA,NA,100,100,100,100,100,100,NA,NA,NA,NA,NA,-0.491,-0.448,-0.448,-0.448,-0.448,-0.448,NA,NA,NA,NA,NA
"210","MN",8,"OBERSTAR, James Louis","OBERSTAR, James Louis","OBERSTAR, James Louis","OBERSTAR, James Louis","OBERSTAR, James Louis","CRAVAACK, Chip","NOLAN, Richard Michael","NOLAN, Richard Michael","NOLAN, Richard Michael","STAUBER, Peter","STAUBER, Peter",100,100,100,100,100,200,100,100,100,200,200,-0.553,-0.553,-0.553,-0.553,-0.553,0.366,-0.372,-0.372,-0.372,0.311,0.311
"211","MN",5,"SABO, Martin Olav","SABO, Martin Olav","SABO, Martin Olav","ELLISON, Keith","ELLISON, Keith","ELLISON, Keith","ELLISON, Keith","ELLISON, Keith","ELLISON, Keith","OMAR, Ilhan","OMAR, Ilhan",100,100,100,100,100,100,100,100,100,100,100,-0.516,-0.516,-0.516,-0.537,-0.537,-0.537,-0.537,-0.537,-0.537,-0.29,-0.29
"212","MN",2,"KENNEDY, Mark","KLINE, John","KLINE, John","KLINE, John","KLINE, John","KLINE, John","KLINE, John","KLINE, John","LEWIS, Jason Mark","CRAIG, Angela","CRAIG, Angela",200,200,200,200,200,200,200,200,200,100,100,0.409,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.506,-0.307,-0.307
"213","MN",4,"McCOLLUM, Betty","McCOLLUM, Betty","McCOLLUM, Betty","McCOLLUM, Betty","McCOLLUM, Betty","McCOLLUM, Betty","McCOLLUM, Betty","McCOLLUM, Betty","McCOLLUM, Betty","McCOLLUM, Betty","McCOLLUM, Betty",100,100,100,100,100,100,100,100,100,100,100,-0.418,-0.418,-0.418,-0.418,-0.418,-0.418,-0.418,-0.418,-0.418,-0.418,-0.418
"214","MN",3,"RAMSTAD, James (Jim)","RAMSTAD, James (Jim)","RAMSTAD, James (Jim)","RAMSTAD, James (Jim)","PAULSEN, Erik","PAULSEN, Erik","PAULSEN, Erik","PAULSEN, Erik","PAULSEN, Erik","PHILLIPS, Dean","PHILLIPS, Dean",200,200,200,200,200,200,200,200,200,100,100,0.316,0.316,0.316,0.316,0.402,0.402,0.402,0.402,0.402,-0.264,-0.264
"215","MN",7,"PETERSON, Collin Clark","PETERSON, Collin Clark","PETERSON, Collin Clark","PETERSON, Collin Clark","PETERSON, Collin Clark","PETERSON, Collin Clark","PETERSON, Collin Clark","PETERSON, Collin Clark","PETERSON, Collin Clark","PETERSON, Collin Clark","FISCHBACH, Michelle",100,100,100,100,100,100,100,100,100,100,200,-0.148,-0.148,-0.148,-0.148,-0.148,-0.148,-0.148,-0.148,-0.148,-0.148,0.505
"216","MN",1,"GUTKNECHT, Gilbert W.","GUTKNECHT, Gilbert W.","GUTKNECHT, Gilbert W.","WALZ, Tim","WALZ, Tim","WALZ, Tim","WALZ, Tim","WALZ, Tim","WALZ, Tim","HAGEDORN, Jim","HAGEDORN, Jim",200,200,200,100,100,100,100,100,100,200,200,0.552,0.552,0.552,-0.275,-0.275,-0.275,-0.275,-0.275,-0.275,0.477,0.477
"217","MN",6,"LUTHER, William Paul","KENNEDY, Mark","KENNEDY, Mark","BACHMANN, Michele","BACHMANN, Michele","BACHMANN, Michele","BACHMANN, Michele","EMMER, Thomas Earl II","EMMER, Thomas Earl II","EMMER, Thomas Earl II","EMMER, Thomas Earl II",100,200,200,200,200,200,200,200,200,200,200,-0.306,0.409,0.409,0.584,0.584,0.584,0.584,0.45,0.45,0.45,0.45
"218","MS",5,"TAYLOR, Gary Eugene (Gene)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","MS",2,"THOMPSON, Bennie","THOMPSON, Bennie","THOMPSON, Bennie","THOMPSON, Bennie","THOMPSON, Bennie","THOMPSON, Bennie","THOMPSON, Bennie","THOMPSON, Bennie","THOMPSON, Bennie","THOMPSON, Bennie","THOMPSON, Bennie",100,100,100,100,100,100,100,100,100,100,100,-0.516,-0.516,-0.516,-0.516,-0.516,-0.516,-0.516,-0.516,-0.516,-0.516,-0.516
"220","MS",1,"WICKER, Roger F.","WICKER, Roger F.","WICKER, Roger F.","CHILDERS, Travis W.","CHILDERS, Travis W.","NUNNELEE, Alan","NUNNELEE, Alan","NUNNELEE, Alan","KELLY, Trent","KELLY, Trent","KELLY, Trent",200,200,200,100,100,200,200,200,200,200,200,0.378,0.378,0.378,-0.011,-0.011,0.488,0.488,0.488,0.63,0.63,0.63
"221","MS",3,"PICKERING, Charles W. (Chip), Jr.","PICKERING, Charles W. (Chip), Jr.","PICKERING, Charles W. (Chip), Jr.","PICKERING, Charles W. (Chip), Jr.","HARPER, Gregg","HARPER, Gregg","HARPER, Gregg","HARPER, Gregg","HARPER, Gregg","GUEST, Michael","GUEST, Michael",200,200,200,200,200,200,200,200,200,200,200,0.342,0.342,0.342,0.342,0.384,0.384,0.384,0.384,0.384,0.511,0.511
"222","MS",4,"SHOWS, Clifford Ronald","TAYLOR, Gary Eugene (Gene)","TAYLOR, Gary Eugene (Gene)","TAYLOR, Gary Eugene (Gene)","TAYLOR, Gary Eugene (Gene)","PALAZZO, Steven","PALAZZO, Steven","PALAZZO, Steven","PALAZZO, Steven","PALAZZO, Steven","PALAZZO, Steven",100,100,100,100,100,200,200,200,200,200,200,-0.092,-0.045,-0.045,-0.045,-0.045,0.534,0.534,0.534,0.534,0.534,0.534
"223","MO",3,"GEPHARDT, Richard Andrew","GEPHARDT, Richard Andrew","CARNAHAN, Russ","CARNAHAN, Russ","CARNAHAN, Russ","CARNAHAN, Russ","LUETKEMEYER, Blaine","LUETKEMEYER, Blaine","LUETKEMEYER, Blaine","LUETKEMEYER, Blaine","LUETKEMEYER, Blaine",100,100,100,100,100,100,200,200,200,200,200,-0.416,-0.416,-0.347,-0.347,-0.347,-0.347,0.442,0.442,0.442,0.442,0.442
"224","MO",4,"SKELTON, Isaac Newton, IV (Ike)","SKELTON, Isaac Newton, IV (Ike)","SKELTON, Isaac Newton, IV (Ike)","SKELTON, Isaac Newton, IV (Ike)","SKELTON, Isaac Newton, IV (Ike)","HARTZLER, Vicky","HARTZLER, Vicky","HARTZLER, Vicky","HARTZLER, Vicky","HARTZLER, Vicky","HARTZLER, Vicky",100,100,100,100,100,200,200,200,200,200,200,-0.172,-0.172,-0.172,-0.172,-0.172,0.467,0.467,0.467,0.467,0.467,0.467
"225","MO",2,"AKIN, W. Todd","AKIN, W. Todd","AKIN, W. Todd","AKIN, W. Todd","AKIN, W. Todd","AKIN, W. Todd","WAGNER, Ann","WAGNER, Ann","WAGNER, Ann","WAGNER, Ann","WAGNER, Ann",200,200,200,200,200,200,200,200,200,200,200,0.612,0.612,0.612,0.612,0.612,0.612,0.431,0.431,0.431,0.431,0.431
"226","MO",6,"GRAVES, Samuel","GRAVES, Samuel","GRAVES, Samuel","GRAVES, Samuel","GRAVES, Samuel","GRAVES, Samuel","GRAVES, Samuel","GRAVES, Samuel","GRAVES, Samuel","GRAVES, Samuel","GRAVES, Samuel",200,200,200,200,200,200,200,200,200,200,200,0.445,0.445,0.445,0.445,0.445,0.445,0.445,0.445,0.445,0.445,0.445
"227","MO",1,"CLAY, William Lacy, Jr.","CLAY, William Lacy, Jr.","CLAY, William Lacy, Jr.","CLAY, William Lacy, Jr.","CLAY, William Lacy, Jr.","CLAY, William Lacy, Jr.","CLAY, William Lacy, Jr.","CLAY, William Lacy, Jr.","CLAY, William Lacy, Jr.","CLAY, William Lacy, Jr.","BUSH, Cori",100,100,100,100,100,100,100,100,100,100,100,-0.481,-0.481,-0.481,-0.481,-0.481,-0.481,-0.481,-0.481,-0.481,-0.481,-0.239
"228","MO",5,"McCARTHY, Karen","McCARTHY, Karen","CLEAVER, Emanuel, II","CLEAVER, Emanuel, II","CLEAVER, Emanuel, II","CLEAVER, Emanuel, II","CLEAVER, Emanuel, II","CLEAVER, Emanuel, II","CLEAVER, Emanuel, II","CLEAVER, Emanuel, II","CLEAVER, Emanuel, II",100,100,100,100,100,100,100,100,100,100,100,-0.344,-0.344,-0.454,-0.454,-0.454,-0.454,-0.454,-0.454,-0.454,-0.454,-0.454
"229","MO",7,"BLUNT, Roy","BLUNT, Roy","BLUNT, Roy","BLUNT, Roy","BLUNT, Roy","LONG, Billy","LONG, Billy","LONG, Billy","LONG, Billy","LONG, Billy","LONG, Billy",200,200,200,200,200,200,200,200,200,200,200,0.406,0.406,0.406,0.406,0.406,0.545,0.545,0.545,0.545,0.545,0.545
"230","MO",8,"EMERSON, Jo Ann","EMERSON, Jo Ann","EMERSON, Jo Ann","EMERSON, Jo Ann","EMERSON, Jo Ann","EMERSON, Jo Ann","SMITH, Jason","SMITH, Jason","SMITH, Jason","SMITH, Jason","SMITH, Jason",200,200,200,200,200,200,200,200,200,200,200,0.269,0.269,0.269,0.269,0.269,0.269,0.596,0.596,0.596,0.596,0.596
"231","MO",9,"HULSHOF, Kenny","HULSHOF, Kenny","HULSHOF, Kenny","HULSHOF, Kenny","LUETKEMEYER, Blaine","LUETKEMEYER, Blaine",NA,NA,NA,NA,NA,200,200,200,200,200,200,NA,NA,NA,NA,NA,0.363,0.363,0.363,0.363,0.442,0.442,NA,NA,NA,NA,NA
"232","MT",1,"REHBERG, Denny","REHBERG, Denny","REHBERG, Denny","REHBERG, Denny","REHBERG, Denny","REHBERG, Denny","DAINES, Steve","ZINKE, Ryan","ZINKE, Ryan","GIANFORTE, Greg","ROSENDALE, Matthew M., Sr.",200,200,200,200,200,200,200,200,200,200,200,0.337,0.337,0.337,0.337,0.337,0.337,0.574,0.412,0.412,0.431,0.765
"233","NE",1,"BEREUTER, Douglas Kent","BEREUTER, Douglas Kent","FORTENBERRY, Jeff","FORTENBERRY, Jeff","FORTENBERRY, Jeff","FORTENBERRY, Jeff","FORTENBERRY, Jeff","FORTENBERRY, Jeff","FORTENBERRY, Jeff","FORTENBERRY, Jeff","FORTENBERRY, Jeff",200,200,200,200,200,200,200,200,200,200,200,0.231,0.231,0.303,0.303,0.303,0.303,0.303,0.303,0.303,0.303,0.303
"234","NE",3,"OSBORNE, Thomas","OSBORNE, Thomas","OSBORNE, Thomas","SMITH, Adrian","SMITH, Adrian","SMITH, Adrian","SMITH, Adrian","SMITH, Adrian","SMITH, Adrian","SMITH, Adrian","SMITH, Adrian",200,200,200,200,200,200,200,200,200,200,200,0.299,0.299,0.299,0.517,0.517,0.517,0.517,0.517,0.517,0.517,0.517
"235","NE",2,"TERRY, Lee Raymond","TERRY, Lee Raymond","TERRY, Lee Raymond","TERRY, Lee Raymond","TERRY, Lee Raymond","TERRY, Lee Raymond","TERRY, Lee Raymond","ASHFORD, John Bradley","BACON, Donald J.","BACON, Donald J.","BACON, Donald J.",200,200,200,200,200,200,200,100,200,200,200,0.426,0.426,0.426,0.426,0.426,0.426,0.426,-0.185,0.374,0.374,0.374
"236","NV",2,"GIBBONS, James A.","GIBBONS, James A.","GIBBONS, James A.","HELLER, Dean","HELLER, Dean","HELLER, Dean","AMODEI, Mark E.","AMODEI, Mark E.","AMODEI, Mark E.","AMODEI, Mark E.","AMODEI, Mark E.",200,200,200,200,200,200,200,200,200,200,200,0.484,0.484,0.484,0.463,0.463,0.463,0.378,0.378,0.378,0.378,0.378
"237","NV",1,"BERKLEY, Shelley","BERKLEY, Shelley","BERKLEY, Shelley","BERKLEY, Shelley","BERKLEY, Shelley","BERKLEY, Shelley","TITUS, Alice (Dina)","TITUS, Alice (Dina)","TITUS, Alice (Dina)","TITUS, Alice (Dina)","TITUS, Alice (Dina)",100,100,100,100,100,100,100,100,100,100,100,-0.302,-0.302,-0.302,-0.302,-0.302,-0.302,-0.304,-0.304,-0.304,-0.304,-0.304
"238","NH",2,"BASS, Charles Foster","BASS, Charles Foster","BASS, Charles Foster","HODES, Paul","HODES, Paul","BASS, Charles Foster","KUSTER, Ann McLane","KUSTER, Ann McLane","KUSTER, Ann McLane","KUSTER, Ann McLane","KUSTER, Ann McLane",200,200,200,100,100,200,100,100,100,100,100,0.331,0.331,0.331,-0.256,-0.256,0.331,-0.257,-0.257,-0.257,-0.257,-0.257
"239","NH",1,"SUNUNU, John E.","BRADLEY, Jeb","BRADLEY, Jeb","SHEA-PORTER, Carol","SHEA-PORTER, Carol","GUINTA, Frank","SHEA-PORTER, Carol","GUINTA, Frank","SHEA-PORTER, Carol","PAPPAS, Chris","PAPPAS, Chris",200,200,200,100,100,200,100,200,100,100,100,0.473,0.371,0.371,-0.315,-0.315,0.433,-0.315,0.427,-0.315,-0.28,-0.28
"240","NJ",5,"ROUKEMA, Margaret Scafati","GARRETT, Scott","GARRETT, Scott","GARRETT, Scott","GARRETT, Scott","GARRETT, Scott","GARRETT, Scott","GARRETT, Scott","GOTTHEIMER, Josh S.","GOTTHEIMER, Josh S.","GOTTHEIMER, Josh S.",200,200,200,200,200,200,200,200,100,100,100,0.162,0.688,0.688,0.688,0.688,0.688,0.688,0.688,-0.148,-0.148,-0.148
"241","NJ",4,"SMITH, Christopher Henry","SMITH, Christopher Henry","SMITH, Christopher Henry","SMITH, Christopher Henry","SMITH, Christopher Henry","SMITH, Christopher Henry","SMITH, Christopher Henry","SMITH, Christopher Henry","SMITH, Christopher Henry","SMITH, Christopher Henry","SMITH, Christopher Henry",200,200,200,200,200,200,200,200,200,200,200,0.167,0.167,0.167,0.167,0.167,0.167,0.167,0.167,0.167,0.167,0.167
"242","NJ",3,"SAXTON, Hugh James","SAXTON, Hugh James","SAXTON, Hugh James","SAXTON, Hugh James","ADLER, John H.","RUNYAN, Jon","RUNYAN, Jon","MacARTHUR, Thomas Charles","MacARTHUR, Thomas Charles","KIM, Andy","KIM, Andy",200,200,200,200,100,200,200,200,200,100,100,0.238,0.238,0.238,0.238,-0.114,0.222,0.222,0.206,0.206,-0.298,-0.298
"243","NJ",6,"PALLONE, Frank, Jr.","PALLONE, Frank, Jr.","PALLONE, Frank, Jr.","PALLONE, Frank, Jr.","PALLONE, Frank, Jr.","PALLONE, Frank, Jr.","PALLONE, Frank, Jr.","PALLONE, Frank, Jr.","PALLONE, Frank, Jr.","PALLONE, Frank, Jr.","PALLONE, Frank, Jr.",100,100,100,100,100,100,100,100,100,100,100,-0.404,-0.404,-0.404,-0.404,-0.404,-0.404,-0.404,-0.404,-0.404,-0.404,-0.404
"244","NJ",10,"PAYNE, Donald Milford","PAYNE, Donald Milford","PAYNE, Donald Milford","PAYNE, Donald Milford","PAYNE, Donald Milford","PAYNE, Donald Milford","PAYNE, Donald, Jr.","PAYNE, Donald, Jr.","PAYNE, Donald, Jr.","PAYNE, Donald, Jr.","PAYNE, Donald, Jr.",100,100,100,100,100,100,100,100,100,100,100,-0.592,-0.592,-0.592,-0.592,-0.592,-0.592,-0.518,-0.518,-0.518,-0.518,-0.518
"245","NJ",7,"FERGUSON, Michael","FERGUSON, Michael","FERGUSON, Michael","FERGUSON, Michael","LANCE, Leonard","LANCE, Leonard","LANCE, Leonard","LANCE, Leonard","LANCE, Leonard","MALINOWSKI, Tomaz","MALINOWSKI, Tomaz",200,200,200,200,200,200,200,200,200,100,100,0.244,0.244,0.244,0.244,0.329,0.329,0.329,0.329,0.329,-0.269,-0.269
"246","NJ",1,"ANDREWS, Robert Ernest","ANDREWS, Robert Ernest","ANDREWS, Robert Ernest","ANDREWS, Robert Ernest","ANDREWS, Robert Ernest","ANDREWS, Robert Ernest","NORCROSS, Donald","NORCROSS, Donald","NORCROSS, Donald","NORCROSS, Donald","NORCROSS, Donald",100,100,100,100,100,100,100,100,100,100,100,-0.297,-0.297,-0.297,-0.297,-0.297,-0.297,-0.427,-0.427,-0.427,-0.427,-0.427
"247","NJ",13,"MENENDEZ, Robert","MENENDEZ, Robert","SIRES, Albio","SIRES, Albio","SIRES, Albio","SIRES, Albio",NA,NA,NA,NA,NA,100,100,100,100,100,100,NA,NA,NA,NA,NA,-0.367,-0.367,-0.404,-0.404,-0.404,-0.404,NA,NA,NA,NA,NA
"248","NJ",2,"LoBIONDO, Frank A.","LoBIONDO, Frank A.","LoBIONDO, Frank A.","LoBIONDO, Frank A.","LoBIONDO, Frank A.","LoBIONDO, Frank A.","LoBIONDO, Frank A.","LoBIONDO, Frank A.","LoBIONDO, Frank A.","VAN DREW, Jefferson","VAN DREW, Jefferson",200,200,200,200,200,200,200,200,200,100,200,0.211,0.211,0.211,0.211,0.211,0.211,0.211,0.211,0.211,-0.147,0.248
"249","NJ",11,"FRELINGHUYSEN, Rodney P.","FRELINGHUYSEN, Rodney P.","FRELINGHUYSEN, Rodney P.","FRELINGHUYSEN, Rodney P.","FRELINGHUYSEN, Rodney P.","FRELINGHUYSEN, Rodney P.","FRELINGHUYSEN, Rodney P.","FRELINGHUYSEN, Rodney P.","FRELINGHUYSEN, Rodney P.","SHERRILL, Mikie","SHERRILL, Mikie",200,200,200,200,200,200,200,200,200,100,100,0.292,0.292,0.292,0.292,0.292,0.292,0.292,0.292,0.292,-0.199,-0.199
"250","NJ",8,"PASCRELL, William J., Jr.","PASCRELL, William J., Jr.","PASCRELL, William J., Jr.","PASCRELL, William J., Jr.","PASCRELL, William J., Jr.","PASCRELL, William J., Jr.","SIRES, Albio","SIRES, Albio","SIRES, Albio","SIRES, Albio","SIRES, Albio",100,100,100,100,100,100,100,100,100,100,100,-0.367,-0.367,-0.367,-0.367,-0.367,-0.367,-0.404,-0.404,-0.404,-0.404,-0.404
"251","NJ",9,"ROTHMAN, Steven","ROTHMAN, Steven","ROTHMAN, Steven","ROTHMAN, Steven","ROTHMAN, Steven","ROTHMAN, Steven","PASCRELL, William J., Jr.","PASCRELL, William J., Jr.","PASCRELL, William J., Jr.","PASCRELL, William J., Jr.","PASCRELL, William J., Jr.",100,100,100,100,100,100,100,100,100,100,100,-0.352,-0.352,-0.352,-0.352,-0.352,-0.352,-0.367,-0.367,-0.367,-0.367,-0.367
"252","NJ",12,"HOLT, Rush","HOLT, Rush","HOLT, Rush","HOLT, Rush","HOLT, Rush","HOLT, Rush","HOLT, Rush","WATSON COLEMAN, Bonnie","WATSON COLEMAN, Bonnie","WATSON COLEMAN, Bonnie","WATSON COLEMAN, Bonnie",100,100,100,100,100,100,100,100,100,100,100,-0.463,-0.463,-0.463,-0.463,-0.463,-0.463,-0.463,-0.621,-0.621,-0.621,-0.621
"253","NM",2,"SKEEN, Joseph Richard","PEARCE, Stevan","PEARCE, Stevan","PEARCE, Stevan","TEAGUE, Harry","PEARCE, Stevan","PEARCE, Stevan","PEARCE, Stevan","PEARCE, Stevan","TORRES SMALL, Xochitl","HERRELL, Yvette",200,200,200,200,100,200,200,200,200,100,200,0.301,0.472,0.472,0.472,-0.142,0.472,0.472,0.472,0.472,-0.163,0.936
"254","NM",1,"WILSON, Heather","WILSON, Heather","WILSON, Heather","WILSON, Heather","HEINRICH, Martin","HEINRICH, Martin","LUJAN GRISHAM, Michelle","LUJAN GRISHAM, Michelle","LUJAN GRISHAM, Michelle","HAALAND, Debra","HAALAND, Debra",200,200,200,200,100,100,100,100,100,100,100,0.247,0.247,0.247,0.247,-0.33,-0.33,-0.313,-0.313,-0.313,-0.332,-0.332
